source,campaign,influencer_id,user_id,product,date,orders,revenue,group
Instagram,Campaign_2,48,8609,MB Protein,2025-04-27 22:26:15.574868,4,345.49,1
Twitter,Campaign_3,4,3777,Gritzo Shake,2025-04-30 22:26:15.574868,1,26.03,0
Instagram,Campaign_5,42,3492,Gritzo Shake,2025-06-28 22:26:15.574868,3,425.76,1
YouTube,Campaign_4,10,4531,Gritzo Shake,2025-07-03 22:26:15.574868,3,431.95,1
Instagram,Campaign_3,19,6176,MB Protein,2025-07-11 22:26:15.574868,1,457.39,1
YouTube,Campaign_4,5,7195,Gritzo Shake,2025-07-20 22:26:15.574868,4,492.16,1
Twitter,Campaign_1,40,5346,HK Multivitamin,2025-06-10 22:26:15.574868,5,27.68,0
Instagram,Campaign_3,21,3934,MB Protein,2025-04-28 22:26:15.574868,5,37.5,0
Instagram,Campaign_5,42,4474,HK Multivitamin,2025-07-13 22:26:15.574868,3,22.49,0
YouTube,Campaign_5,50,4795,MB Protein,2025-05-26 22:26:15.575867,5,362.84,1
Twitter,Campaign_1,40,9821,HK Multivitamin,2025-06-18 22:26:15.575867,4,387.44,1
Twitter,Campaign_1,49,6029,MB Protein,2025-05-20 22:26:15.575867,5,22.73,0
Twitter,Campaign_1,3,3118,MB Protein,2025-07-09 22:26:15.575867,3,32.14,0
YouTube,Campaign_4,20,2618,HK Multivitamin,2025-06-09 22:26:15.575867,5,391.25,1
Instagram,Campaign_1,42,4305,Gritzo Shake,2025-05-18 22:26:15.575867,3,494.74,1
Twitter,Campaign_1,25,8131,Gritzo Shake,2025-07-12 22:26:15.575867,3,36.32,0
Instagram,Campaign_5,21,271,HK Multivitamin,2025-05-13 22:26:15.575867,2,433.86,1
Twitter,Campaign_2,36,7135,MB Protein,2025-07-16 22:26:15.575867,4,399.75,1
Twitter,Campaign_4,37,9670,HK Multivitamin,2025-06-07 22:26:15.577169,5,33.31,0
Twitter,Campaign_3,17,9886,Gritzo Shake,2025-05-27 22:26:15.577169,4,26.99,0
Twitter,Campaign_2,40,4214,MB Protein,2025-05-23 22:26:15.577169,5,24.04,0
YouTube,Campaign_4,45,9371,HK Multivitamin,2025-07-06 22:26:15.577169,2,406.47,1
Twitter,Campaign_3,16,9934,HK Multivitamin,2025-06-09 22:26:15.577169,3,22.5,0
Twitter,Campaign_4,26,10000,HK Multivitamin,2025-04-23 22:26:15.577675,5,365.5,1
YouTube,Campaign_4,7,6093,MB Protein,2025-06-04 22:26:15.577675,3,31.03,0
YouTube,Campaign_4,8,8782,HK Multivitamin,2025-06-30 22:26:15.577675,5,27.5,0
YouTube,Campaign_2,31,4293,HK Multivitamin,2025-07-14 22:26:15.577675,1,21.44,0
YouTube,Campaign_2,50,5102,MB Protein,2025-06-03 22:26:15.577675,4,303.1,1
Twitter,Campaign_4,16,3014,MB Protein,2025-06-17 22:26:15.577675,4,38.18,0
Twitter,Campaign_5,17,7235,MB Protein,2025-05-03 22:26:15.578686,1,28.91,0
Twitter,Campaign_4,28,1183,Gritzo Shake,2025-05-17 22:26:15.578686,4,26.38,0
YouTube,Campaign_1,20,2789,MB Protein,2025-05-18 22:26:15.578686,1,36.3,0
Twitter,Campaign_5,3,2433,Gritzo Shake,2025-06-24 22:26:15.578686,2,29.96,0
Twitter,Campaign_2,24,1927,HK Multivitamin,2025-04-24 22:26:15.578686,5,464.13,1
YouTube,Campaign_4,13,3731,Gritzo Shake,2025-06-02 22:26:15.578686,1,479.97,1
Twitter,Campaign_4,18,3462,Gritzo Shake,2025-05-08 22:26:15.578686,2,363.69,1
Twitter,Campaign_5,26,6266,HK Multivitamin,2025-06-14 22:26:15.578686,3,410.75,1
YouTube,Campaign_2,31,6826,HK Multivitamin,2025-05-08 22:26:15.578686,4,35.02,0
Instagram,Campaign_4,48,4756,Gritzo Shake,2025-05-19 22:26:15.578686,1,29.19,0
Twitter,Campaign_2,36,6827,Gritzo Shake,2025-05-14 22:26:15.580085,5,495.01,1
Instagram,Campaign_3,19,4884,Gritzo Shake,2025-06-12 22:26:15.580085,1,406.51,1
Instagram,Campaign_3,29,7833,Gritzo Shake,2025-06-15 22:26:15.580085,4,36.81,0
Twitter,Campaign_4,1,5874,MB Protein,2025-04-30 22:26:15.580085,1,27.94,0
Twitter,Campaign_4,26,3239,MB Protein,2025-05-29 22:26:15.580085,5,388.53,1
YouTube,Campaign_1,8,4041,HK Multivitamin,2025-04-27 22:26:15.580085,1,38.93,0
YouTube,Campaign_2,43,7779,HK Multivitamin,2025-06-15 22:26:15.580085,2,28.88,0
YouTube,Campaign_5,5,9692,Gritzo Shake,2025-05-30 22:26:15.580085,1,423.92,1
YouTube,Campaign_1,50,3579,Gritzo Shake,2025-05-21 22:26:15.580085,2,22.6,0
YouTube,Campaign_1,50,3247,Gritzo Shake,2025-05-04 22:26:15.581076,2,22.61,0
Twitter,Campaign_1,26,6294,MB Protein,2025-07-12 22:26:15.581076,3,403.21,1
YouTube,Campaign_1,50,9919,HK Multivitamin,2025-06-16 22:26:15.581076,3,430.22,1
YouTube,Campaign_1,5,6315,Gritzo Shake,2025-07-19 22:26:15.581076,5,491.87,1
Twitter,Campaign_4,34,3801,HK Multivitamin,2025-05-30 22:26:15.581076,5,322.45,1
Twitter,Campaign_3,26,891,MB Protein,2025-07-13 22:26:15.581076,5,39.1,0
Instagram,Campaign_1,2,5057,Gritzo Shake,2025-06-27 22:26:15.581076,4,29.24,0
Twitter,Campaign_4,16,7866,Gritzo Shake,2025-04-28 22:26:15.581076,5,351.56,1
Twitter,Campaign_3,39,4118,Gritzo Shake,2025-07-17 22:26:15.581076,4,35.43,0
Instagram,Campaign_1,38,5953,MB Protein,2025-06-27 22:26:15.582075,1,24.05,0
YouTube,Campaign_1,31,5710,MB Protein,2025-06-13 22:26:15.582075,4,33.25,0
YouTube,Campaign_2,23,2630,HK Multivitamin,2025-06-27 22:26:15.582075,3,29.03,0
YouTube,Campaign_1,23,5210,MB Protein,2025-06-07 22:26:15.582075,1,22.01,0
Twitter,Campaign_1,39,2923,Gritzo Shake,2025-05-27 22:26:15.582075,1,28.62,0
YouTube,Campaign_2,30,4359,MB Protein,2025-06-08 22:26:15.582075,3,24.6,0
YouTube,Campaign_1,10,8199,MB Protein,2025-06-11 22:26:15.582075,1,25.9,0
Twitter,Campaign_5,40,5617,MB Protein,2025-06-16 22:26:15.582075,5,485.19,1
YouTube,Campaign_2,20,5786,HK Multivitamin,2025-06-09 22:26:15.582075,2,37.65,0
YouTube,Campaign_1,44,5110,HK Multivitamin,2025-04-24 22:26:15.582075,5,21.93,0
Instagram,Campaign_1,48,8572,Gritzo Shake,2025-06-15 22:26:15.583075,2,402.8,1
Twitter,Campaign_2,3,5280,Gritzo Shake,2025-06-24 22:26:15.583075,2,492.77,1
YouTube,Campaign_2,43,789,HK Multivitamin,2025-07-13 22:26:15.583075,2,391.85,1
YouTube,Campaign_3,41,3840,HK Multivitamin,2025-05-10 22:26:15.583075,3,398.37,1
Instagram,Campaign_4,29,3729,MB Protein,2025-05-05 22:26:15.583075,1,21.15,0
Twitter,Campaign_5,17,7030,HK Multivitamin,2025-07-17 22:26:15.583075,3,472.2,1
YouTube,Campaign_3,15,7910,MB Protein,2025-07-13 22:26:15.583075,1,334.37,1
Twitter,Campaign_1,36,6660,Gritzo Shake,2025-06-03 22:26:15.583075,5,306.27,1
YouTube,Campaign_4,15,8493,HK Multivitamin,2025-04-25 22:26:15.584082,3,447.08,1
YouTube,Campaign_4,20,7888,Gritzo Shake,2025-05-03 22:26:15.584082,3,25.13,0
YouTube,Campaign_5,41,5181,MB Protein,2025-05-10 22:26:15.584082,3,348.48,1
Instagram,Campaign_4,19,333,HK Multivitamin,2025-05-07 22:26:15.584082,2,29.08,0
YouTube,Campaign_4,22,1595,Gritzo Shake,2025-06-09 22:26:15.584082,4,334.5,1
YouTube,Campaign_3,11,7001,HK Multivitamin,2025-05-07 22:26:15.584082,4,23.38,0
Twitter,Campaign_4,3,3759,Gritzo Shake,2025-06-02 22:26:15.584082,2,459.85,1
Instagram,Campaign_5,6,6216,Gritzo Shake,2025-07-14 22:26:15.585080,3,22.5,0
Twitter,Campaign_5,35,7233,HK Multivitamin,2025-06-21 22:26:15.585080,1,431.31,1
YouTube,Campaign_2,31,3463,HK Multivitamin,2025-07-18 22:26:15.585080,4,23.33,0
Instagram,Campaign_1,19,3394,Gritzo Shake,2025-06-11 22:26:15.585080,5,425.6,1
YouTube,Campaign_3,30,473,HK Multivitamin,2025-05-18 22:26:15.585080,4,416.21,1
Twitter,Campaign_5,16,2163,HK Multivitamin,2025-04-28 22:26:15.585080,2,419.76,1
YouTube,Campaign_2,20,7316,Gritzo Shake,2025-06-18 22:26:15.585080,3,30.1,0
Twitter,Campaign_2,17,690,MB Protein,2025-05-04 22:26:15.585080,4,34.57,0
Instagram,Campaign_5,48,778,HK Multivitamin,2025-06-30 22:26:15.586077,3,437.99,1
YouTube,Campaign_4,33,3679,MB Protein,2025-06-22 22:26:15.586077,1,20.6,0
Instagram,Campaign_4,19,3052,HK Multivitamin,2025-07-15 22:26:15.586077,5,37.04,0
YouTube,Campaign_3,31,1233,MB Protein,2025-06-30 22:26:15.586077,5,20.35,0
YouTube,Campaign_1,45,9223,MB Protein,2025-06-20 22:26:15.586077,5,25.2,0
YouTube,Campaign_3,33,4013,HK Multivitamin,2025-04-23 22:26:15.586077,5,385.99,1
Instagram,Campaign_4,12,9926,Gritzo Shake,2025-06-17 22:26:15.586077,2,378.69,1
Twitter,Campaign_3,35,6191,Gritzo Shake,2025-07-06 22:26:15.586077,2,472.63,1
Twitter,Campaign_4,49,4694,MB Protein,2025-07-12 22:26:15.586077,1,29.11,0
Instagram,Campaign_1,38,1464,Gritzo Shake,2025-06-10 22:26:15.586077,2,421.12,1
Twitter,Campaign_4,35,1121,MB Protein,2025-05-21 22:26:15.587082,5,21.86,0
Instagram,Campaign_4,6,6825,MB Protein,2025-07-18 22:26:15.587082,2,24.72,0
Instagram,Campaign_1,29,9184,MB Protein,2025-05-06 22:26:15.587082,3,34.52,0
Twitter,Campaign_1,28,6318,Gritzo Shake,2025-06-06 22:26:15.587082,5,36.96,0
YouTube,Campaign_4,31,177,Gritzo Shake,2025-06-29 22:26:15.587082,3,20.87,0
Twitter,Campaign_4,3,3449,HK Multivitamin,2025-06-09 22:26:15.587082,1,374.83,1
YouTube,Campaign_1,11,1857,Gritzo Shake,2025-06-01 22:26:15.587082,2,342.77,1
Twitter,Campaign_2,16,8766,Gritzo Shake,2025-05-29 22:26:15.587082,2,369.26,1
Instagram,Campaign_3,21,2214,HK Multivitamin,2025-05-20 22:26:15.587082,2,493.38,1
YouTube,Campaign_1,8,6750,MB Protein,2025-05-20 22:26:15.587082,2,22.0,0
Instagram,Campaign_5,42,6748,HK Multivitamin,2025-07-12 22:26:15.588082,4,396.35,1
Twitter,Campaign_5,49,62,MB Protein,2025-07-15 22:26:15.588082,4,340.7,1
YouTube,Campaign_3,22,8147,HK Multivitamin,2025-07-18 22:26:15.588082,2,35.85,0
YouTube,Campaign_3,5,7426,MB Protein,2025-04-22 22:26:15.588082,3,36.03,0
YouTube,Campaign_1,10,6444,MB Protein,2025-05-14 22:26:15.588082,5,28.38,0
YouTube,Campaign_3,44,6084,HK Multivitamin,2025-05-04 22:26:15.588082,3,392.63,1
YouTube,Campaign_1,8,9254,Gritzo Shake,2025-04-26 22:26:15.588082,1,39.73,0
Twitter,Campaign_3,34,6778,MB Protein,2025-05-20 22:26:15.588082,2,475.58,1
Instagram,Campaign_3,42,9075,Gritzo Shake,2025-04-29 22:26:15.588082,2,303.32,1
YouTube,Campaign_1,41,4968,MB Protein,2025-07-15 22:26:15.588082,1,462.38,1
Twitter,Campaign_2,4,4780,HK Multivitamin,2025-05-26 22:26:15.589081,1,28.21,0
Twitter,Campaign_4,37,2309,MB Protein,2025-06-05 22:26:15.589081,4,32.81,0
Instagram,Campaign_1,6,5720,MB Protein,2025-04-29 22:26:15.589081,4,31.47,0
YouTube,Campaign_4,10,2353,HK Multivitamin,2025-07-12 22:26:15.589081,2,22.12,0
Twitter,Campaign_5,36,9956,MB Protein,2025-07-05 22:26:15.589081,3,38.01,0
Instagram,Campaign_5,48,4568,MB Protein,2025-06-17 22:26:15.589081,5,23.69,0
Twitter,Campaign_4,9,1562,Gritzo Shake,2025-06-20 22:26:15.589081,2,27.35,0
Twitter,Campaign_2,49,3956,Gritzo Shake,2025-07-01 22:26:15.589081,5,387.31,1
Instagram,Campaign_1,21,1644,MB Protein,2025-05-06 22:26:15.589081,4,390.92,1
YouTube,Campaign_2,27,686,MB Protein,2025-07-15 22:26:15.590083,1,446.85,1
YouTube,Campaign_3,46,9775,Gritzo Shake,2025-06-09 22:26:15.590083,4,345.34,1
YouTube,Campaign_2,30,7121,MB Protein,2025-07-15 22:26:15.590083,1,344.83,1
YouTube,Campaign_5,7,6146,MB Protein,2025-07-17 22:26:15.590083,5,372.8,1
YouTube,Campaign_2,46,850,HK Multivitamin,2025-07-01 22:26:15.590083,2,21.52,0
Twitter,Campaign_1,18,324,HK Multivitamin,2025-07-08 22:26:15.590083,3,36.55,0
Twitter,Campaign_3,36,3616,HK Multivitamin,2025-06-03 22:26:15.590083,3,345.32,1
YouTube,Campaign_3,31,9362,HK Multivitamin,2025-06-25 22:26:15.590083,5,29.93,0
YouTube,Campaign_5,22,2305,Gritzo Shake,2025-04-23 22:26:15.590083,2,33.93,0
YouTube,Campaign_5,10,5782,HK Multivitamin,2025-06-05 22:26:15.590083,3,481.81,1
YouTube,Campaign_1,44,244,HK Multivitamin,2025-07-17 22:26:15.591082,1,410.91,1
YouTube,Campaign_4,44,1059,MB Protein,2025-06-10 22:26:15.591082,4,474.74,1
Twitter,Campaign_5,32,9726,Gritzo Shake,2025-06-28 22:26:15.591082,1,26.44,0
YouTube,Campaign_5,45,493,HK Multivitamin,2025-07-18 22:26:15.591082,5,39.2,0
YouTube,Campaign_2,23,1753,HK Multivitamin,2025-04-30 22:26:15.591082,2,412.07,1
YouTube,Campaign_4,5,6733,Gritzo Shake,2025-04-29 22:26:15.591082,1,36.44,0
YouTube,Campaign_1,30,9112,MB Protein,2025-07-10 22:26:15.591082,4,447.33,1
YouTube,Campaign_4,15,571,Gritzo Shake,2025-06-29 22:26:15.591082,2,32.25,0
Twitter,Campaign_5,40,4980,MB Protein,2025-05-28 22:26:15.592082,3,303.29,1
YouTube,Campaign_1,43,7493,HK Multivitamin,2025-05-03 22:26:15.592082,3,370.7,1
YouTube,Campaign_4,5,9167,Gritzo Shake,2025-06-16 22:26:15.592082,1,38.64,0
Twitter,Campaign_2,16,1891,MB Protein,2025-06-15 22:26:15.592082,4,36.25,0
YouTube,Campaign_5,7,5211,HK Multivitamin,2025-06-20 22:26:15.592082,3,458.4,1
Twitter,Campaign_4,3,4374,MB Protein,2025-06-02 22:26:15.592082,5,24.91,0
YouTube,Campaign_5,27,2538,MB Protein,2025-05-04 22:26:15.592082,1,426.16,1
Twitter,Campaign_2,18,3257,HK Multivitamin,2025-07-18 22:26:15.592082,2,424.41,1
YouTube,Campaign_5,11,5655,HK Multivitamin,2025-05-29 22:26:15.592082,4,362.25,1
YouTube,Campaign_1,31,8476,MB Protein,2025-07-14 22:26:15.592082,2,491.47,1
YouTube,Campaign_2,13,9494,Gritzo Shake,2025-06-21 22:26:15.593080,2,23.39,0
Instagram,Campaign_3,12,7034,MB Protein,2025-05-22 22:26:15.593080,4,23.4,0
Twitter,Campaign_3,9,3699,HK Multivitamin,2025-04-28 22:26:15.593080,5,36.7,0
Instagram,Campaign_4,12,3668,HK Multivitamin,2025-06-03 22:26:15.593080,4,26.43,0
Twitter,Campaign_3,18,5271,MB Protein,2025-07-02 22:26:15.593080,1,356.61,1
YouTube,Campaign_5,15,1372,MB Protein,2025-06-23 22:26:15.593080,5,29.65,0
YouTube,Campaign_5,10,369,HK Multivitamin,2025-05-27 22:26:15.593080,3,39.25,0
Twitter,Campaign_1,32,7350,MB Protein,2025-04-29 22:26:15.593080,4,38.47,0
Twitter,Campaign_1,39,4320,MB Protein,2025-05-27 22:26:15.593080,2,468.34,1
YouTube,Campaign_3,30,4169,MB Protein,2025-06-24 22:26:15.593080,1,37.01,0
Twitter,Campaign_1,40,6782,MB Protein,2025-04-29 22:26:15.594083,5,489.43,1
Instagram,Campaign_3,42,8740,Gritzo Shake,2025-05-27 22:26:15.594083,4,459.83,1
YouTube,Campaign_4,45,6684,HK Multivitamin,2025-05-31 22:26:15.594083,1,35.29,0
Twitter,Campaign_3,17,2144,MB Protein,2025-05-19 22:26:15.594083,3,359.47,1
Twitter,Campaign_5,35,202,HK Multivitamin,2025-05-20 22:26:15.594083,4,346.9,1
Twitter,Campaign_1,36,2075,MB Protein,2025-06-12 22:26:15.594083,4,306.63,1
YouTube,Campaign_5,5,4192,HK Multivitamin,2025-04-28 22:26:15.594083,1,374.23,1
Twitter,Campaign_4,26,3931,MB Protein,2025-05-07 22:26:15.594083,3,321.56,1
YouTube,Campaign_2,27,4066,Gritzo Shake,2025-06-11 22:26:15.594083,1,20.37,0
Twitter,Campaign_3,37,5471,HK Multivitamin,2025-05-03 22:26:15.594083,1,36.41,0
Twitter,Campaign_1,40,328,Gritzo Shake,2025-06-21 22:26:15.594083,4,33.07,0
YouTube,Campaign_3,5,5351,HK Multivitamin,2025-07-16 22:26:15.595081,3,447.19,1
YouTube,Campaign_5,8,7264,HK Multivitamin,2025-07-19 22:26:15.595081,5,39.98,0
Instagram,Campaign_1,19,1316,HK Multivitamin,2025-05-16 22:26:15.595081,3,448.66,1
Twitter,Campaign_4,36,831,MB Protein,2025-06-03 22:26:15.595081,2,34.88,0
Instagram,Campaign_4,38,3693,Gritzo Shake,2025-04-26 22:26:15.595081,4,27.36,0
YouTube,Campaign_3,7,4380,MB Protein,2025-05-10 22:26:15.595081,2,443.11,1
Instagram,Campaign_2,38,1151,Gritzo Shake,2025-06-24 22:26:15.595081,5,496.33,1
YouTube,Campaign_5,7,7252,MB Protein,2025-05-17 22:26:15.595081,5,410.51,1
Twitter,Campaign_1,9,7417,MB Protein,2025-05-02 22:26:15.595081,2,28.78,0
YouTube,Campaign_5,31,7223,Gritzo Shake,2025-06-06 22:26:15.595081,1,37.48,0
YouTube,Campaign_1,30,9784,Gritzo Shake,2025-06-11 22:26:15.595081,3,381.75,1
YouTube,Campaign_5,41,7791,MB Protein,2025-05-01 22:26:15.596081,3,309.88,1
Twitter,Campaign_2,3,1459,Gritzo Shake,2025-07-04 22:26:15.596081,3,38.5,0
Instagram,Campaign_2,42,2188,Gritzo Shake,2025-05-16 22:26:15.596081,4,362.31,1
YouTube,Campaign_5,7,1195,Gritzo Shake,2025-06-08 22:26:15.596081,2,313.32,1
Twitter,Campaign_2,37,1582,MB Protein,2025-05-20 22:26:15.596081,5,353.26,1
Twitter,Campaign_2,16,9098,HK Multivitamin,2025-06-09 22:26:15.596081,2,32.59,0
YouTube,Campaign_2,41,1408,Gritzo Shake,2025-06-21 22:26:15.596081,5,359.23,1
Instagram,Campaign_1,29,2025,Gritzo Shake,2025-05-10 22:26:15.596081,4,467.57,1
YouTube,Campaign_2,30,9172,MB Protein,2025-05-28 22:26:15.596081,2,334.96,1
YouTube,Campaign_3,22,5788,HK Multivitamin,2025-04-28 22:26:15.596081,3,391.98,1
Instagram,Campaign_4,29,9427,HK Multivitamin,2025-04-24 22:26:15.596081,1,28.75,0
YouTube,Campaign_3,41,8867,MB Protein,2025-05-25 22:26:15.597082,4,387.3,1
Twitter,Campaign_3,17,6709,MB Protein,2025-06-06 22:26:15.597082,5,24.49,0
Twitter,Campaign_1,39,7626,MB Protein,2025-06-20 22:26:15.597082,4,419.46,1
YouTube,Campaign_3,22,9356,HK Multivitamin,2025-05-18 22:26:15.597082,3,32.43,0
YouTube,Campaign_1,8,4253,HK Multivitamin,2025-04-27 22:26:15.597082,1,406.96,1
Instagram,Campaign_5,14,2439,MB Protein,2025-07-12 22:26:15.597082,2,301.79,1
YouTube,Campaign_4,23,2645,MB Protein,2025-05-28 22:26:15.597082,5,304.91,1
Instagram,Campaign_5,12,599,Gritzo Shake,2025-06-06 22:26:15.597082,5,343.84,1
YouTube,Campaign_1,46,9873,MB Protein,2025-05-22 22:26:15.597082,5,471.87,1
YouTube,Campaign_3,27,39,Gritzo Shake,2025-05-02 22:26:15.597082,4,442.79,1
YouTube,Campaign_3,22,3223,Gritzo Shake,2025-05-26 22:26:15.597082,3,22.1,0
Twitter,Campaign_3,39,1630,HK Multivitamin,2025-07-20 22:26:15.598082,4,370.52,1
YouTube,Campaign_4,22,9372,HK Multivitamin,2025-06-02 22:26:15.598082,4,427.46,1
Twitter,Campaign_3,3,2310,MB Protein,2025-04-27 22:26:15.598082,3,469.97,1
Instagram,Campaign_3,14,6966,Gritzo Shake,2025-06-04 22:26:15.598082,4,35.34,0
Instagram,Campaign_4,48,1052,Gritzo Shake,2025-05-22 22:26:15.598082,5,26.8,0
Twitter,Campaign_1,17,1538,MB Protein,2025-04-22 22:26:15.598082,3,39.54,0
YouTube,Campaign_5,33,4331,MB Protein,2025-06-12 22:26:15.598082,5,326.82,1
Twitter,Campaign_4,28,4555,MB Protein,2025-07-13 22:26:15.598082,3,27.91,0
Twitter,Campaign_5,28,7658,Gritzo Shake,2025-04-24 22:26:15.598082,4,413.42,1
YouTube,Campaign_4,41,3005,Gritzo Shake,2025-07-17 22:26:15.598082,2,22.29,0
YouTube,Campaign_5,41,7318,Gritzo Shake,2025-07-12 22:26:15.598082,3,26.13,0
YouTube,Campaign_2,20,9693,MB Protein,2025-04-27 22:26:15.598082,1,392.29,1
Twitter,Campaign_4,4,6148,Gritzo Shake,2025-06-12 22:26:15.599084,4,493.52,1
Instagram,Campaign_5,2,6210,Gritzo Shake,2025-07-11 22:26:15.599084,3,461.42,1
Twitter,Campaign_1,49,8324,Gritzo Shake,2025-05-20 22:26:15.599084,5,340.69,1
YouTube,Campaign_4,30,4316,Gritzo Shake,2025-07-17 22:26:15.599084,5,353.99,1
YouTube,Campaign_2,47,5003,Gritzo Shake,2025-05-13 22:26:15.599084,2,401.05,1
YouTube,Campaign_3,11,347,HK Multivitamin,2025-06-03 22:26:15.599084,3,39.56,0
YouTube,Campaign_4,15,9495,Gritzo Shake,2025-06-04 22:26:15.599084,1,25.2,0
YouTube,Campaign_3,45,5052,MB Protein,2025-05-11 22:26:15.599084,3,317.11,1
Instagram,Campaign_5,19,6859,HK Multivitamin,2025-06-20 22:26:15.599084,1,366.5,1
YouTube,Campaign_5,43,9957,HK Multivitamin,2025-07-08 22:26:15.599084,1,21.48,0
Twitter,Campaign_5,3,1864,HK Multivitamin,2025-05-30 22:26:15.599084,1,441.21,1
YouTube,Campaign_2,33,1454,HK Multivitamin,2025-07-05 22:26:15.600080,2,493.11,1
Twitter,Campaign_3,37,2729,Gritzo Shake,2025-07-06 22:26:15.600080,3,29.51,0
Instagram,Campaign_1,14,1691,HK Multivitamin,2025-06-21 22:26:15.600080,3,37.79,0
YouTube,Campaign_1,11,6763,Gritzo Shake,2025-06-22 22:26:15.600080,5,429.59,1
YouTube,Campaign_4,30,1638,MB Protein,2025-06-16 22:26:15.600080,3,455.61,1
YouTube,Campaign_3,23,1933,MB Protein,2025-05-19 22:26:15.600080,4,335.84,1
Instagram,Campaign_5,6,920,HK Multivitamin,2025-05-07 22:26:15.600080,4,31.31,0
Twitter,Campaign_5,35,4817,Gritzo Shake,2025-05-02 22:26:15.600080,3,402.78,1
Twitter,Campaign_3,49,2853,Gritzo Shake,2025-05-13 22:26:15.600080,2,376.09,1
YouTube,Campaign_3,27,7643,Gritzo Shake,2025-05-16 22:26:15.600080,5,322.54,1
Twitter,Campaign_3,26,2111,MB Protein,2025-07-06 22:26:15.601075,4,27.69,0
Twitter,Campaign_4,39,4247,MB Protein,2025-07-14 22:26:15.601075,1,34.74,0
Instagram,Campaign_2,6,2493,HK Multivitamin,2025-06-22 22:26:15.601075,1,26.52,0
YouTube,Campaign_4,33,9559,Gritzo Shake,2025-05-09 22:26:15.601075,3,22.96,0
Twitter,Campaign_5,32,2357,HK Multivitamin,2025-05-29 22:26:15.601075,4,384.93,1
Instagram,Campaign_1,2,3705,Gritzo Shake,2025-06-26 22:26:15.601075,3,339.7,1
Twitter,Campaign_1,3,2634,Gritzo Shake,2025-05-07 22:26:15.601075,2,20.45,0
Twitter,Campaign_3,3,2846,MB Protein,2025-05-01 22:26:15.601075,2,38.19,0
YouTube,Campaign_4,33,1450,Gritzo Shake,2025-05-24 22:26:15.601075,4,402.95,1
Twitter,Campaign_4,26,1080,HK Multivitamin,2025-06-24 22:26:15.601075,5,31.41,0
Twitter,Campaign_2,25,1215,Gritzo Shake,2025-07-09 22:26:15.602074,3,361.82,1
Twitter,Campaign_5,35,4893,Gritzo Shake,2025-07-05 22:26:15.602074,1,382.81,1
Twitter,Campaign_4,32,3713,Gritzo Shake,2025-05-23 22:26:15.602074,4,467.26,1
YouTube,Campaign_5,11,4950,HK Multivitamin,2025-07-07 22:26:15.602074,3,39.22,0
YouTube,Campaign_5,27,8681,MB Protein,2025-06-01 22:26:15.602074,3,318.73,1
Twitter,Campaign_3,40,8170,MB Protein,2025-07-10 22:26:15.602074,5,29.9,0
Instagram,Campaign_4,29,980,Gritzo Shake,2025-05-12 22:26:15.602074,2,31.24,0
YouTube,Campaign_1,27,9929,MB Protein,2025-07-20 22:26:15.602074,5,486.9,1
YouTube,Campaign_1,44,8743,MB Protein,2025-06-17 22:26:15.602074,5,28.53,0
Instagram,Campaign_5,42,5372,MB Protein,2025-06-06 22:26:15.602074,5,31.65,0
YouTube,Campaign_4,7,7067,Gritzo Shake,2025-06-03 22:26:15.603081,4,25.15,0
YouTube,Campaign_3,8,1315,Gritzo Shake,2025-06-02 22:26:15.603081,5,24.89,0
Instagram,Campaign_3,6,605,Gritzo Shake,2025-04-30 22:26:15.603081,1,26.42,0
YouTube,Campaign_4,47,597,HK Multivitamin,2025-06-16 22:26:15.603081,1,387.98,1
Twitter,Campaign_2,24,1693,MB Protein,2025-07-13 22:26:15.603081,3,37.48,0
YouTube,Campaign_2,33,6209,Gritzo Shake,2025-05-11 22:26:15.603081,3,497.84,1
Twitter,Campaign_3,16,3471,MB Protein,2025-06-06 22:26:15.603081,3,20.05,0
Instagram,Campaign_1,14,8706,HK Multivitamin,2025-07-08 22:26:15.603081,1,427.31,1
YouTube,Campaign_2,5,734,HK Multivitamin,2025-06-18 22:26:15.603081,2,371.81,1
YouTube,Campaign_3,11,8128,HK Multivitamin,2025-05-28 22:26:15.603081,4,35.42,0
YouTube,Campaign_2,46,9069,HK Multivitamin,2025-05-30 22:26:15.604082,5,39.32,0
YouTube,Campaign_5,47,2041,MB Protein,2025-06-14 22:26:15.604082,2,470.47,1
Twitter,Campaign_4,1,4964,MB Protein,2025-06-17 22:26:15.604082,2,20.84,0
Twitter,Campaign_1,18,9495,HK Multivitamin,2025-06-28 22:26:15.604082,3,33.68,0
Twitter,Campaign_3,37,334,MB Protein,2025-05-21 22:26:15.604082,3,37.16,0
Instagram,Campaign_4,38,8990,MB Protein,2025-06-21 22:26:15.604082,2,422.36,1
Twitter,Campaign_3,26,6983,Gritzo Shake,2025-05-23 22:26:15.604082,1,327.14,1
Instagram,Campaign_4,19,4844,HK Multivitamin,2025-06-16 22:26:15.604082,5,22.1,0
Twitter,Campaign_2,40,4787,MB Protein,2025-06-23 22:26:15.604082,3,23.95,0
YouTube,Campaign_1,33,6089,MB Protein,2025-05-05 22:26:15.604082,4,344.54,1
Instagram,Campaign_5,21,7213,Gritzo Shake,2025-07-08 22:26:15.605081,4,35.6,0
Twitter,Campaign_4,4,1121,HK Multivitamin,2025-04-28 22:26:15.605081,1,26.28,0
